field_100013_f,isPotionDurationMax
field_151336_a,maxPlayers
field_151343_f,eventParameter
field_151344_d,blockType
field_151345_e,eventID
field_151352_g,block
field_151355_a,alreadyRegistered
field_151360_e,AMPLIFIED
field_151361_l,hasNotificationData
field_151363_b,attacker
field_151364_a,user
field_151365_b,target
field_151366_a,user
field_151369_A,lure
field_151370_z,luckOfTheSea
field_151382_b,exceptionMessage
field_151388_d,ENCHANTMENT_ITERATOR_HURT
field_151389_e,ENCHANTMENT_ITERATOR_DAMAGE
field_151423_m,pufferfishEffect
field_151430_f,resourceKey
field_151432_d,ID_LOOKUP
field_151433_e,chatVisibility
field_151441_H,showInventoryAchievementHint
field_151442_I,mipmapLevels
field_151444_V,keyBindSprint
field_151445_Q,keyBindInventory
field_151446_aD,mapSoundLevels
field_151447_Z,keyBindScreenshot
field_151448_g,fboEnable
field_151449_az,typeListString
field_151450_ay,gson
field_151451_c,renderDistanceChunks
field_151452_as,saturation
field_151453_l,resourcePacks
field_151454_ax,logger
field_151455_aw,forceUnicodeFont
field_151456_ac,keyBindsHotbar
field_151457_aa,keyBindTogglePerspective
field_151458_ab,keyBindSmoothCamera
field_151459_g,stat
field_151471_f,keyCategory
field_151472_e,keyCodeDefault
field_151473_c,keybindSet
field_151474_i,pressTime
field_151476_f,logger
field_151478_a,logger
field_151479_b,logger
field_151480_b,logger
field_151481_a,logger
field_151484_k,temptItem
field_151493_a,ocelot
field_151495_j,targetY
field_151496_k,targetZ
field_151497_i,targetX
field_151500_b,grassEaterEntity
field_151501_c,entityWorld
field_151502_a,eatingGrassTimer
field_151504_e,doorBlock
field_151505_a,logger
field_151506_a,logger
field_151511_a,owner
field_151516_b,logger
field_151520_r,damageIsAbsolute
field_151527_f,difficultyId
field_151528_g,difficultyResourceKey
field_151530_e,difficultyEnums
field_151562_a,blockstate
field_151563_j,tileTicks
field_151564_i,tileEntities
field_151566_D,dragonEgg
field_151567_E,portal
field_151568_F,cake
field_151569_G,web
field_151570_A,cactus
field_151571_B,clay
field_151572_C,gourd
field_151573_f,iron
field_151574_g,anvil
field_151575_d,wood
field_151576_e,rock
field_151577_b,grass
field_151578_c,ground
field_151579_a,air
field_151580_n,cloth
field_151581_o,fire
field_151582_l,vine
field_151583_m,sponge
field_151584_j,leaves
field_151585_k,plants
field_151586_h,water
field_151587_i,lava
field_151588_w,ice
field_151589_v,coral
field_151590_u,tnt
field_151591_t,redstoneLight
field_151592_s,glass
field_151593_r,carpet
field_151594_q,circuits
field_151595_p,sand
field_151596_z,craftedSnow
field_151597_y,snow
field_151598_x,packedIce
field_151629_c,logger
field_151645_D,redColor
field_151646_E,blackColor
field_151647_F,goldColor
field_151648_G,diamondColor
field_151649_A,blueColor
field_151650_B,brownColor
field_151651_C,greenColor
field_151652_H,lapisColor
field_151653_I,emeraldColor
field_151654_J,obsidianColor
field_151655_K,netherrackColor
field_151656_f,tntColor
field_151657_g,iceColor
field_151658_d,sandColor
field_151659_e,clothColor
field_151660_b,airColor
field_151661_c,grassColor
field_151662_n,waterColor
field_151663_o,woodColor
field_151664_l,dirtColor
field_151665_m,stoneColor
field_151666_j,snowColor
field_151667_k,clayColor
field_151668_h,ironColor
field_151669_i,foliageColor
field_151670_w,grayColor
field_151671_v,pinkColor
field_151672_u,limeColor
field_151673_t,yellowColor
field_151674_s,lightBlueColor
field_151675_r,magentaColor
field_151676_q,adobeColor
field_151677_p,quartzColor
field_151678_z,purpleColor
field_151679_y,cyanColor
field_151680_x,silverColor
field_151687_a,logger
field_152110_j,playerProfile
field_152118_bv,chickenJockey
field_152127_m,streamIndicator
field_152176_i,serverResourcePacks
field_152177_g,time
field_152317_g,parentScreen
field_152325_g,parentScreen
field_152333_s,stream
field_152350_aA,skinManager
field_152351_aB,scheduledTasks
field_152352_aC,mcThread
field_152353_at,stream
field_152354_ay,mojangLogo
field_152355_az,sessionService
field_152356_J,twitchDetails
field_152364_T,authService
field_152365_W,profileRepo
field_152366_X,profileCache
field_152367_a,USER_CACHE_FILE
field_152391_aS,STREAM_COMPRESSIONS
field_152392_aT,STREAM_CHAT_MODES
field_152393_aU,STREAM_CHAT_FILTER_MODES
field_152394_aV,STREAM_MIC_MODES
field_152395_am,keyBindFullscreen
field_152396_an,keyBindStreamStartStop
field_152397_ao,keyBindStreamPauseUnpause
field_152398_ap,keyBindStreamCommercials
field_152399_aq,keyBindStreamToggleMic
field_152400_J,streamBytesPerPixel
field_152401_K,streamMicVolume
field_152402_L,streamGameVolume
field_152403_M,streamKbps
field_152404_N,streamFps
field_152405_O,streamCompression
field_152406_P,streamSendMetadata
field_152407_Q,streamPreferredServer
field_152408_R,streamChatEnabled
field_152409_S,streamChatUserFilter
field_152410_T,streamMicToggleBehavior
field_152425_c,SESSION_TYPES
field_152426_d,sessionType
field_152429_d,sessionType
field_152434_e,cacheFile
field_152441_a,locationStreamIndicator
field_152442_b,mc
field_152443_c,streamAlpha
field_152444_d,streamAlphaDelta
field_152451_a,INFINITE
field_152452_b,max
field_152453_c,read
field_152463_r,isEncrypted
field_152478_a,LOGGER
field_152499_c,direction
field_152500_c,direction
field_152587_j,resourceMode
field_152594_d,motd
field_152613_a,FILE_PLAYERBANS
field_152614_b,FILE_IPBANS
field_152615_c,FILE_OPS
field_152616_d,FILE_WHITELIST
field_152627_a,pmLogger
field_152642_a,value
field_152645_a,permissionLevel
field_152659_a,dateFormat
field_152660_b,gson
field_152661_c,usernameToProfileEntryMap
field_152662_d,uuidToProfileEntryMap
field_152663_e,gameProfiles
field_152664_f,mcServer
field_152665_g,usercacheFile
field_152666_h,TYPE
field_152672_b,gameProfile
field_152673_c,expirationDate
field_152693_a,logger
field_152694_b,gson
field_152695_c,saveFile
field_152696_d,values
field_152697_e,lanServer
field_152698_f,saveFileFormat
field_152728_a,OLD_IPBAN_FILE
field_152729_b,OLD_PLAYERBAN_FILE
field_152730_c,OLD_OPS_FILE
field_152731_d,OLD_WHITELIST_FILE
field_152732_e,LOGGER
field_152773_a,snooperStats
field_152774_b,clientStats
field_152781_b,mapAssets
field_152783_a,logger
field_152784_b,resourceMap
field_152785_b,IS_STANDALONE
field_152794_b,THREAD_POOL
field_152795_c,textureManager
field_152796_d,skinCacheDir
field_152797_e,sessionService
field_152798_f,skinCacheLoader
field_152812_b,name
field_152813_c,description
field_152814_d,payload
field_152860_A,ingestServTester
field_152861_B,logger
field_152863_D,lastError
field_152864_E,errorCode
field_152867_c,broadcastListener
field_152872_h,streamCore
field_152873_i,theStream
field_152879_o,broadcastState
field_152881_q,videoParamaters
field_152882_r,audioParamaters
field_152883_s,ingestList
field_152884_t,ingestServ
field_152885_u,authenticationToken
field_152886_v,channelInfo
field_152887_w,userInfo
field_152888_x,streamInfo
field_152889_y,archivingState
field_152949_a,STREAM_MARKER
field_152950_b,LOGGER
field_152951_c,broadcastController
field_152952_d,chatController
field_152953_e,mc
field_152954_f,twitchComponent
field_152956_h,framebuffer
field_152958_j,targetFPS
field_152961_m,loggedIn
field_152964_p,authFailureReason
field_153018_p,LOGGER
field_153053_k,audioParameters
field_153196_B,logText
field_153197_d,nvidia
field_153198_e,GL_FRAMEBUFFER
field_153199_f,GL_RENDERBUFFER
field_153200_g,GL_COLOR_ATTACHMENT0
field_153201_h,GL_DEPTH_ATTACHMENT
field_153202_i,GL_FRAMEBUFFER_COMPLETE
field_153203_j,GL_FB_INCOMPLETE_ATTACHMENT
field_153204_k,GL_FB_INCOMPLETE_MISS_ATTACH
field_153205_l,GL_FB_INCOMPLETE_DRAW_BUFFER
field_153206_m,GL_FB_INCOMPLETE_READ_BUFFER
field_153207_o,GL_LINK_STATUS
field_153208_p,GL_COMPILE_STATUS
field_153209_q,GL_VERTEX_SHADER
field_153210_r,GL_FRAGMENT_SHADER
field_153211_u,extBlendFuncSeparate
field_153212_w,framebufferType
field_153213_x,shadersAvailable
field_153214_y,arbShaders
field_153215_z,arbMultitexture
field_154318_o,realmsButton
field_154332_n,eula
field_154340_k,selectionList
field_154349_a,LOG
field_154350_b,eulaFile
field_154351_c,acceptedEULA
field_155771_h,logger
field_164003_c,threadName
field_164004_h,THREAD_ID
field_164005_h,LOGGER
field_164248_b,LOGGER
field_164249_a,serverGuiFont
field_164439_d,LOGGER
field_164440_a,LOGGER
field_174835_g,isOutsideBorder
field_174836_a,ZERO_AABB
field_174837_as,cmdResultStats
field_174844_a,entity
field_174847_a,sourceState
field_174848_a,RANDOM
field_174849_az,particleTypes
field_174850_ay,lifetime
field_174851_a,attachedEntity
field_174852_ax,age
field_174853_f,inTile
field_174854_a,inGround
field_174860_b,facingDirection
field_174861_a,hangingPosition
field_174879_c,pos
field_174883_i,stats
field_174896_a,guiID
field_174901_a,code
field_174905_l,totalCookTime
field_174906_k,cookTime
field_174909_f,beamSegments
field_174913_f,RNG
field_174924_c,inventoryHeight
field_174931_f,pistonFacing
field_174932_a,pistonState
field_174934_k,guardian
field_174938_d,blurLast
field_174939_e,mipmapLast
field_174940_b,blur
field_174941_c,mipmap
field_174945_f,LOCATION_MISSING_TEXTURE
field_174946_m,iconCreator
field_174947_f,LOG
field_174948_g,textureLocation
field_174955_d,defaultModel
field_174956_b,texMap
field_174957_c,modelProvider
field_174958_a,modelRegistry
field_174987_D,frustumUpdatePosZ
field_174988_E,frustumUpdatePosChunkX
field_174989_F,frustumUpdatePosChunkY
field_174990_G,frustumUpdatePosChunkZ
field_174991_A,entityOutlineShader
field_174992_B,frustumUpdatePosX
field_174993_C,frustumUpdatePosY
field_174994_L,lastViewEntityYaw
field_174995_M,renderDispatcher
field_174996_N,renderContainer
field_174997_H,lastViewEntityX
field_174998_I,lastViewEntityY
field_174999_J,lastViewEntityZ
field_175000_K,lastViewEntityPitch
field_175001_U,debugFixedClippingHelper
field_175002_T,debugFixTerrainFrustum
field_175003_W,debugTerrainFrustumPosition
field_175004_V,debugTerrainMatrix
field_175005_X,vboEnabled
field_175006_g,locationForcefieldPng
field_175007_a,renderChunkFactory
field_175008_n,viewFrustum
field_175009_l,chunksToUpdate
field_175010_j,renderManager
field_175011_u,sky2VBO
field_175012_t,skyVBO
field_175013_s,starVBO
field_175014_r,vertexBufferFormat
field_175015_z,entityOutlineFramebuffer
field_175024_d,chestRenderer
field_175025_e,fluidRenderer
field_175026_b,gameSettings
field_175027_c,blockModelRenderer
field_175028_a,blockModelShapes
field_175057_n,textureManager
field_175058_l,notRenderingEffectsInGUI
field_175059_m,itemModelMesher
field_175073_D,drawBlockOutline
field_175074_C,renderHand
field_175075_L,torchFlickerDX
field_175076_N,rainXCoords
field_175077_O,rainYCoords
field_175078_W,debugView
field_175079_V,debugViewDirection
field_175080_Q,fogColorRed
field_175081_S,fogColorBlue
field_175082_R,fogColorGreen
field_175083_ad,useShader
field_175084_ae,frameCount
field_175091_e,gameProfile
field_175107_d,profile
field_175118_f,patterns
field_175120_a,baseColor
field_175121_j,patternResourceLocation
field_175122_h,patternList
field_175123_i,colorList
field_175125_b,displayName
field_175126_a,guiID
field_175127_b,position
field_175128_a,world
field_175129_b,position
field_175130_a,world
field_175132_d,fallTile
field_175152_f,xpSeed
field_175153_bG,hasReducedDebug
field_175157_a,playerInfo
field_175164_bL,lastReportedYaw
field_175165_bM,lastReportedPitch
field_175166_bJ,lastReportedPosY
field_175167_bK,lastReportedPosZ
field_175168_bP,positionUpdateTicks
field_175169_bQ,hasValidHealth
field_175170_bN,serverSneakState
field_175171_bO,serverSprintState
field_175172_bI,lastReportedPosX
field_175189_D,lastPlayerHealth
field_175190_E,lastSystemTime
field_175191_F,healthUpdateCounter
field_175192_A,titleDisplayTime
field_175193_B,titleFadeOut
field_175194_C,playerHealth
field_175195_w,titlesTimer
field_175196_v,overlayPlayerList
field_175197_u,spectatorGui
field_175198_t,overlayDebug
field_175199_z,titleFadeIn
field_175200_y,displayedSubTitle
field_175201_x,displayedTitle
field_175208_g,id
field_175209_y,validator
field_175214_q,guiResponder
field_175215_p,localizationStr
field_175222_u,formatHelper
field_175223_t,responder
field_175224_s,max
field_175225_r,min
field_175226_q,name
field_175227_p,sliderPosition
field_175228_o,isMouseDown
field_175234_p,playerModelParts
field_175241_f,fontRenderer
field_175242_a,mc
field_175250_f,mc
field_175251_g,guiIngame
field_175253_j,lastTimeOpened
field_175254_k,isBeingRendered
field_175255_h,footer
field_175256_i,header
field_175284_f,PROTOCOLS
field_175285_g,NEWLINE_SPLITTER
field_175286_t,clickedLinkURI
field_175287_a,LOGGER
field_175289_s,changed
field_175300_s,savedGameMode
field_175337_G,random
field_175360_f,title
field_175361_a,parentScreen
field_175372_K,realmsButton
field_175374_h,RANDOM
field_175376_w,playerInventory
field_175377_u,dispenserInventory
field_175379_F,playerInventory
field_175383_v,playerInventory
field_175384_v,playerInventory
field_175401_bS,spectatingEntity
field_175429_f,DEFAULT_RIGHTLEG_ROTATION
field_175430_g,contents
field_175431_d,DEFAULT_RIGHTARM_ROTATION
field_175432_e,DEFAULT_LEFTLEG_ROTATION
field_175433_b,DEFAULT_BODY_ROTATION
field_175434_c,DEFAULT_LEFTARM_ROTATION
field_175435_a,DEFAULT_HEAD_ROTATION
field_175436_h,canInteract
field_175437_i,punchCooldown
field_175438_bj,leftArmRotation
field_175439_bk,rightArmRotation
field_175440_bl,leftLegRotation
field_175441_bm,rightLegRotation
field_175442_bg,disabledSlots
field_175443_bh,headRotation
field_175444_bi,bodyRotation
field_175450_e,VISIBLE_MOB_SELECTOR
field_175452_bi,wasOnGround
field_175459_bn,angerTargetUUID
field_175460_b,summonSilverfish
field_175478_bn,targetedEntity
field_175481_bq,wander
field_175497_b,lifetime
field_175498_c,playerSpawned
field_175504_a,growingAge
field_175506_bl,spawnableBlock
field_175514_bm,DYE_TO_RGB
field_175538_bq,currentMoveTypeDuration
field_175539_bk,aiAvoidWolves
field_175541_bs,carrotTicks
field_175542_br,moveType
field_175545_bm,avoidEntity
field_175560_bz,villagerInventory
field_175561_bA,DEFAULT_TRADE_LIST_MAP
field_175562_bw,careerLevel
field_175563_bv,careerId
field_175564_by,areAdditionalTasksSet
field_175565_bs,isWillingToMate
field_175575_g,resultStats
field_175588_P,resourcePackHash
field_175589_i,futureTaskQueue
field_175590_aa,serverThread
field_175591_ab,currentTime
field_175612_E,renderChunksMany
field_175616_W,renderManager
field_175617_aL,modelManager
field_175618_aM,blockRenderDispatcher
field_175619_R,enableGLErrorChecking
field_175620_Y,itemRenderer
field_175621_X,renderItem
field_175622_Z,renderViewEntity
field_175632_f,DEFAULT_STATE
field_175633_g,position
field_175634_h,combinedLights
field_175635_i,blockStates
field_175728_M,worldBorder
field_175729_l,entitiesById
field_175730_i,tickableTileEntities
field_175740_d,villageSiege
field_175741_N,entitiesByUuid
field_175742_R,mobSpawner
field_175743_a,delegate
field_175747_C,colorIndex
field_175748_y,name
field_175774_a,LOGGER
field_175785_a,SHORTCUTS
field_175893_a,CHEST_CONTENT_WEIGHT_LIST
field_175901_b,layerMaterial
field_175907_a,tallGrassState
field_175909_a,chestItems
field_175916_b,SPAWNERTYPES
field_175917_c,CHESTCONTENT
field_175919_c,predicate
field_175920_a,oreBlock
field_175943_g,trunkSize
field_175944_d,branchSlope
field_175945_e,scaleWidth
field_175946_l,world
field_175947_m,basePos
field_175949_k,rand
field_175950_h,heightLimitLimit
field_175972_I,barrier
field_176076_D,GL_OPERAND2_RGB
field_176077_E,GL_COMBINE_ALPHA
field_176078_F,GL_SOURCE0_ALPHA
field_176079_G,GL_SOURCE1_ALPHA
field_176080_A,GL_SOURCE2_RGB
field_176081_B,GL_OPERAND0_RGB
field_176082_C,GL_OPERAND1_RGB
field_176083_O,vboSupported
field_176084_H,GL_SOURCE2_ALPHA
field_176085_I,GL_OPERAND0_ALPHA
field_176086_J,GL_OPERAND1_ALPHA
field_176087_K,GL_OPERAND2_ALPHA
field_176088_V,arbTextureEnvCombine
field_176089_P,GL_ARRAY_BUFFER
field_176090_Y,arbVbo
field_176091_w,GL_PREVIOUS
field_176092_v,GL_CONSTANT
field_176093_u,GL_PRIMARY_COLOR
field_176094_t,GL_INTERPOLATE
field_176095_s,GL_COMBINE
field_176096_r,GL_TEXTURE2
field_176097_z,GL_SOURCE1_RGB
field_176098_y,GL_SOURCE0_RGB
field_176099_x,GL_COMBINE_RGB
field_176103_f,minY
field_176104_g,maxX
field_176106_e,minX
field_176108_h,maxY
field_176146_D,borderSize
field_176147_E,borderSizeLerpTime
field_176148_F,borderSizeLerpTarget
field_176149_G,borderSafeZone
field_176150_A,difficultyLocked
field_176151_B,borderCenterX
field_176152_C,borderCenterZ
field_176153_H,borderDamagePerBlock
field_176154_I,borderWarningDistance
field_176155_J,borderWarningTime
field_176156_a,DEFAULT_DIFFICULTY
field_176157_p,cleanWeatherTime
field_176158_z,difficulty
field_176165_d,entitySizeY
field_176166_e,entitySizeZ
field_176167_b,pointMap
field_176168_c,entitySizeX
field_176169_a,blockaccess
field_176180_f,canEnterDoors
field_176181_g,canBreakDoors
field_176182_j,shouldAvoidWater
field_176183_h,avoidsWater
field_176184_i,canSwim
field_176190_c,nodeProcessor
field_176227_L,blockState
field_176228_M,defaultBlockState
field_176229_d,BLOCK_STATE_IDS
field_176230_a,AIR_ID
field_176231_q,SLIME_SOUND
field_176236_b,CHECK_DECAY
field_176237_a,DECAYABLE
field_176238_O,isTransparent
field_176239_P,VARIANT
field_176240_P,VARIANT
field_176241_b,NORTH
field_176242_M,EAST
field_176243_N,SOUTH
field_176244_O,WEST
field_176245_a,COLOR
field_176246_a,EXPLODE
field_176247_a,VARIANT
field_176248_b,DEFAULT_META
field_176249_a,VARIANT
field_176250_M,MOSSY_META
field_176251_N,CRACKED_META
field_176252_O,CHISELED_META
field_176254_b,NORTH
field_176255_P,VARIANT
field_176256_a,UP
field_176257_M,EAST
field_176258_N,SOUTH
field_176259_O,WEST
field_176263_b,POWERED
field_176264_a,FACING
field_176265_M,ATTACHED
field_176266_N,SUSPENDED
field_176273_b,NORTH
field_176274_P,ALL_FACES
field_176277_a,UP
field_176278_M,EAST
field_176279_N,SOUTH
field_176280_O,WEST
field_176283_b,OPEN
field_176284_a,FACING
field_176285_M,HALF
field_176289_Q,SOUTH
field_176290_b,SUSPENDED
field_176291_P,EAST
field_176292_R,WEST
field_176293_a,POWERED
field_176294_M,ATTACHED
field_176295_N,DISARMED
field_176296_O,NORTH
field_176297_a,TYPE
field_176298_M,AXIS
field_176299_a,LOG_AXIS
field_176300_b,VARIANT
field_176301_b,VARIANT
field_176308_b,HALF
field_176309_a,FACING
field_176310_M,SHAPE
field_176313_a,WET
field_176315_a,LAYERS
field_176320_b,EXTENDED
field_176321_a,FACING
field_176325_b,TYPE
field_176326_a,FACING
field_176327_M,SHORT
field_176330_a,COLOR
field_176331_b,ROUGH_META
field_176332_a,VARIANT
field_176333_M,BRICKS_META
field_176334_N,DARK_META
field_176335_a,VARIANT
field_176336_a,TYPE
field_176347_b,EAST
field_176348_a,NORTH
field_176349_M,SOUTH
field_176350_N,WEST
field_176351_O,POWER
field_176355_a,AGE
field_176359_b,POWERED
field_176360_a,FACING
field_176367_b,LEVEL
field_176378_a,VARIANT
field_176379_b,smallBlock
field_176380_a,VARIANT
field_176382_a,FACING
field_176383_a,VARIANT
field_176384_a,SNOWY
field_176385_b,SNOWY
field_176386_a,VARIANT
field_176387_N,FACING
field_176393_b,snowmanPattern
field_176394_a,snowmanBasePattern
field_176395_M,golemBasePattern
field_176396_O,golemPattern
field_176410_b,DELAY
field_176411_a,LOCKED
field_176412_a,FACING
field_176413_a,ROTATION
field_176417_b,NODROP
field_176418_a,FACING
field_176419_M,IS_WITHER_SKELETON
field_176420_N,witherBasePattern
field_176421_O,witherPattern
field_176425_b,TYPE
field_176426_a,FACING
field_176429_b,ENABLED
field_176430_a,FACING
field_176432_a,HAS_RECORD
field_176434_a,INSTRUMENTS
field_176435_b,inverted
field_176436_a,POWER
field_176437_a,FACING
field_176440_b,TRIGGERED
field_176441_a,FACING
field_176443_b,CONTENTS
field_176444_a,LEGACY_DATA
field_176447_a,FACING
field_176448_b,ROTATION
field_176449_a,FACING
field_176451_a,HAS_BOTTLE
field_176452_a,TRIGGERED
field_176459_a,FACING
field_176463_b,MODE
field_176464_a,POWERED
field_176465_b,POWERED
field_176466_a,OPEN
field_176467_M,IN_WALL
field_176471_b,OCCUPIED
field_176472_a,PART
field_176479_b,STAGE
field_176480_a,TYPE
field_176483_b,FACING
field_176484_a,AGE
field_176486_a,AGE
field_176488_a,AGE
field_176492_b,HALF
field_176493_a,VARIANT
field_176496_a,type
field_176497_a,TYPE
field_176498_a,SNOWY
field_176501_a,AGE
field_176504_a,VARIANT
field_176505_b,DAMAGE
field_176506_a,FACING
field_176507_b,EYE
field_176508_a,FACING
field_176519_b,OPEN
field_176520_a,FACING
field_176521_M,HINGE
field_176522_N,POWERED
field_176523_O,HALF
field_176525_b,EAST
field_176526_a,NORTH
field_176527_M,SOUTH
field_176528_N,WEST
field_176531_a,MOISTURE
field_176539_Q,WEST
field_176540_b,FLIP
field_176541_P,SOUTH
field_176542_R,UPPER
field_176543_a,AGE
field_176544_M,ALT
field_176545_N,NORTH
field_176546_O,EAST
field_176547_a,COLOR
field_176550_a,AXIS
field_176554_a,HALF
field_176555_b,SEAMLESS
field_176556_M,VARIANT
field_176557_b,VARIANT
field_176558_b,SEAMLESS
field_176559_M,VARIANT
field_176565_b,SHAPE
field_176568_b,SHAPE
field_176569_M,POWERED
field_176573_b,SHAPE
field_176574_M,POWERED
field_176579_a,POWER
field_176580_a,POWERED
field_176581_a,COLOR
field_176584_b,POWERED
field_176585_a,FACING
field_176587_a,AGE
field_176589_a,BITES
field_176591_a,LEVEL
field_176596_a,FACING
field_176599_b,ITEM
field_176600_a,BLOCK
field_176605_b,interpolatedFrameData
field_176606_q,locationNameCompass
field_176607_p,locationNameClock
field_176608_l,locationSprite
field_176615_f,meta
field_176616_g,name
field_176618_e,META_LOOKUP
field_176622_h,unlocalizedName
field_176635_l,unlocalizedName
field_176637_j,meta
field_176638_k,name
field_176640_i,META_LOOKUP
field_176653_j,name
field_176654_k,unlocalizedName
field_176655_h,META_LOOKUP
field_176656_i,meta
field_176661_f,unlocalizedName
field_176663_d,meta
field_176664_e,name
field_176666_c,META_LOOKUP
field_176671_c,name
field_176677_f,name
field_176678_g,unlocalizedName
field_176679_d,META_LOOKUP
field_176680_e,metadata
field_176690_f,mapColor
field_176691_g,unlocalizedName
field_176692_d,meta
field_176693_e,name
field_176695_c,META_LOOKUP
field_176699_f,name
field_176709_c,name
field_176714_c,VARIANT
field_176723_f,plane
field_176725_d,NAME_LOOKUP
field_176726_e,name
field_176748_g,index
field_176754_o,HORIZONTALS
field_176755_l,axisDirection
field_176756_m,directionVec
field_176757_j,name
field_176758_k,axis
field_176759_h,opposite
field_176760_i,horizontalIndex
field_176761_p,NAME_LOOKUP
field_176784_w,mapColor
field_176785_v,unlocalizedName
field_176786_u,name
field_176787_t,dyeDamage
field_176788_s,meta
field_176789_r,DYE_DMG_LOOKUP
field_176790_q,META_LOOKUP
field_176793_x,chatColor
field_176797_f,META_LOOKUP
field_176798_g,meta
field_176806_i,unlocalizedName
field_176811_f,name
field_176812_g,unlocalizedName
field_176813_d,META_LOOKUP
field_176814_e,meta
field_176820_d,name
field_176829_f,name
field_176830_g,unlocalizedName
field_176831_d,META_LOOKUP
field_176832_e,meta
field_176842_g,META_LOOKUP
field_176848_j,unlocalizedName
field_176850_h,meta
field_176851_i,name
field_176864_l,facing
field_176866_j,meta
field_176867_k,name
field_176869_i,META_LOOKUP
field_176874_e,name
field_176885_g,META_LOOKUP
field_176891_j,unlocalizedName
field_176893_h,meta
field_176894_i,name
field_176905_n,META_LOOKUP
field_176906_o,meta
field_176914_p,name
field_176919_d,name
field_176921_b,META_LOOKUP
field_176922_c,meta
field_176928_f,name
field_176929_g,unlocalizedName
field_176930_d,METADATA_LOOKUP
field_176931_e,metadata
field_176941_g,META_LOOKUP
field_176947_j,unlocalizedName
field_176949_h,meta
field_176950_i,name
field_176976_n,name
field_176977_o,unlocalizedName
field_176978_l,blockType
field_176979_m,meta
field_176981_k,TYPES_FOR_BLOCK
field_176988_c,name
field_177006_w,name
field_177027_l,meta
field_177028_m,name
field_177030_k,META_LOOKUP
field_177036_c,name
field_177041_c,name
field_177046_f,name
field_177048_d,META_LOOKUP
field_177049_e,meta
field_177072_f,itemFrameModel
field_177073_g,mapModel
field_177074_h,itemRenderer
field_177080_a,itemRenderer
field_177095_g,brightnessBuffer
field_177096_e,textureBrightness
field_177097_h,layerRenderers
field_177098_i,renderOutlines
field_177103_a,TEXTURE_ARMOR_STAND
field_177108_a,ENDERMITE_TEXTURES
field_177114_e,GUARDIAN_TEXTURE
field_177116_j,GUARDIAN_ELDER_TEXTURE
field_177117_k,GUARDIAN_BEAM_TEXTURE
field_177118_j,DEFAULT_RES_LOC
field_177120_j,ZOMBIE_PIGMAN_TEXTURE
field_177126_e,WHITE
field_177127_a,BROWN
field_177128_n,TOAST
field_177129_o,CAERBANNOG
field_177130_l,SALT
field_177131_m,WHITE_SPLOTCHED
field_177132_j,BLACK
field_177133_k,GOLD
field_177140_a,smallArms
field_177144_a,witchRenderer
field_177146_b,wolfRenderer
field_177147_a,WOLF_COLLAR
field_177149_b,spiderRenderer
field_177150_a,SPIDER_EYES
field_177152_a,snowManRenderer
field_177154_a,ironGolemRenderer
field_177156_b,pigRenderer
field_177157_c,pigModel
field_177158_a,TEXTURE
field_177160_b,slimeModel
field_177161_a,slimeRenderer
field_177163_b,sheepRenderer
field_177164_c,sheepModel
field_177165_a,TEXTURE
field_177167_a,playerRenderer
field_177170_b,creeperRenderer
field_177171_c,creeperModel
field_177172_a,LIGHTNING_TEXTURE
field_177174_a,endermanRenderer
field_177184_f,colorR
field_177185_g,colorG
field_177186_d,modelArmor
field_177187_e,alpha
field_177188_b,ENCHANTED_ITEM_GLINT_RES
field_177189_c,modelLeggings
field_177190_a,renderer
field_177191_j,ARMOR_TEXTURE_RES_MAP
field_177192_h,colorB
field_177193_i,skipRenderGlint
field_177202_b,endermanRenderer
field_177203_a,RES_ENDERMAN_EYES
field_177205_a,mooshroomRenderer
field_177206_a,livingEntityRenderer
field_177208_a,playerRenderer
field_177211_b,dragonRenderer
field_177212_a,TEXTURE
field_177215_b,witherRenderer
field_177216_c,witherModel
field_177217_a,WITHER_ARMOR
field_177220_e,interpolate
field_177233_b,MAP_ENTRY_TO_STRING
field_177234_a,COMMA_JOINER
field_177237_b,properties
field_177238_c,propertyValueTable
field_177239_a,block
field_177242_b,resourcePackName
field_177246_b,logger
field_177256_f,toDestroy
field_177257_d,moveDirection
field_177258_e,toMove
field_177259_b,pistonPos
field_177260_c,blockToMove
field_177261_a,world
field_177265_b,height
field_177266_a,colors
field_177284_N,patternName
field_177285_O,patternID
field_177290_Q,patternCraftingStack
field_177291_P,craftingLayers
field_177320_c,logger
field_177321_h,lock
field_177322_i,downloadingPacks
field_177328_b,message
field_177329_c,isClosed
field_177330_a,inputStream
field_177336_b,TEXTURE_ALEX
field_177337_a,TEXTURE_STEVE
field_177351_f,uvOffsetsById
field_177352_g,normalElementOffset
field_177353_d,nextOffset
field_177354_e,colorElementOffset
field_177355_b,elements
field_177356_c,offsets
field_177357_a,LOGGER
field_177363_b,vertexFormat
field_177364_c,count
field_177365_a,glBufferId
field_177377_d,index
field_177378_e,elementCount
field_177379_b,type
field_177380_c,usage
field_177381_a,LOGGER
field_177392_h,displayName
field_177405_j,glConstant
field_177407_h,size
field_177408_i,displayName
field_177447_w,tileEntityPosQueue
field_177454_f,uuidToPlayerMap
field_177463_c,world
field_177474_A,oceanMonumentGenerator
field_177476_s,oceanBlockTmpl
field_177477_r,settings
field_177488_d,data
field_177511_d,tileEntity
