func_100011_g,getIsPotionDurationMax
func_178204_a,updateVertexBrightness
func_178209_a,getVertexData
func_178210_d,getFace
func_178211_c,getTintIndex
func_178212_b,hasTintIndex
func_178216_a,remapVert
func_178217_e,remapQuad
func_178235_a,setDefaultUvs
func_178236_a,getFaceUvs
func_178247_d,parsePositionTo
func_178248_a,parseEnumFacing
func_178249_e,parsePositionFrom
func_178250_a,parseFacesCheck
func_178251_a,parsePosition
func_178252_c,parseAxis
func_178253_b,parseFaces
func_178255_b,parseAngle
func_178256_a,parseRotation
func_178258_b,renderModelStandard
func_178259_a,renderModel
func_178260_a,renderModelStandardQuads
func_178261_a,fillQuadBounds
func_178262_a,renderModelBrightnessColor
func_178263_a,renderModelAmbientOcclusionQuads
func_178264_a,renderModelBrightnessColorQuads
func_178265_a,renderModelAmbientOcclusion
func_178266_a,renderModelBrightness
func_178267_a,renderModel
func_178268_a,initAtlasSprites
func_178269_a,getFluidHeight
func_178270_a,renderFluid
func_178273_a,getNeighbourInfo
func_178291_a,parseRotation
func_178292_b,parseUV
func_178294_a,deserialize
func_178295_k,hasParent
func_178298_a,getElements
func_178299_a,getParentFromMap
func_178300_b,isTexturePresent
func_178302_a,resolveTextureName
func_178303_d,isResolved
func_178304_d,startsWithHash
func_178305_e,getParentLocation
func_178307_a,deserialize
func_178308_c,resolveTextureName
func_178309_b,isAmbientOcclusion
func_178310_f,getRootModel
func_178311_c,isGui3d
func_178312_b,checkModelHierarchy
func_178325_a,getModelElements
func_178326_c,getParent
func_178328_a,getAmbientOcclusionEnabled
func_178329_b,getTextures
func_178330_b,getVariants
func_178331_a,parseFromReader
func_178334_a,parseVariantsList
func_178335_a,parseVariants
func_178337_a,parseTintIndex
func_178339_c,parseCullFace
func_178340_b,parseTexture
func_178349_a,setUvs
func_178358_a,parseVector3f
func_178367_a,getFacing
func_178392_a,makeItemModel
func_178401_a,lockVertexUv
func_178402_a,fillVertexData
func_178403_a,getPositionsDiv16
func_178404_a,storeVertexData
func_178405_a,makeQuadVertexData
func_178406_a,rotateScale
func_178407_a,rotatePart
func_178408_a,applyFacing
func_178409_a,lockUv
func_178410_a,getFacingFromVertexData
func_178411_a,getMatrixIdentity
func_178412_b,getFaceBrightness
func_178413_a,getFaceShadeColor
func_178414_a,makeBakedQuad
func_178415_a,rotateVertex
func_178420_b,getVariants
func_178424_b,parseModel
func_178426_a,makeModelLocation
func_178427_c,parseWeight
func_178428_a,parseRotation
func_178429_d,parseUvLock
func_178430_d,getWeight
func_178431_a,getModelLocation
func_178432_b,getRotation
func_178433_c,isUvLocked
func_178439_a,withSuffix
func_178440_a,withName
func_178441_a,build
func_178442_a,ignore
func_178446_a,putAllStateModelLocations
func_178447_a,registerBlockStateMapper
func_178448_a,registerBuiltInBlocks
func_178459_a,getWorld
func_178469_a,renderTileEntityAt
func_178470_a,cacheActiveRenderInfo
func_178473_b,freeRenderBuilder
func_178474_a,processTask
func_178475_b,getRegionRenderCacheBuilder
func_178485_b,getTileEntities
func_178486_a,setLayerUsed
func_178487_c,getState
func_178488_a,setVisibility
func_178489_a,isEmpty
func_178490_a,addTileEntity
func_178491_b,isLayerEmpty
func_178492_d,isLayerStarted
func_178493_c,setLayerStarted
func_178494_a,setState
func_178495_a,isVisible
func_178503_a,uploadChunk
func_178504_a,getDebugInfo
func_178505_b,updateChunkNow
func_178506_a,uploadVertexBuffer
func_178507_a,updateChunkLater
func_178509_c,updateTransparencyLater
func_178510_a,uploadDisplayList
func_178511_d,getNextChunkUpdate
func_178512_a,freeRenderBuilder
func_178513_e,clearChunkUpdates
func_178514_b,stopChunkUpdates
func_178515_c,allocateRenderBuilder
func_178516_a,runChunkUploads
func_178535_a,setStatus
func_178536_b,getRenderChunk
func_178537_h,isFinished
func_178538_g,getType
func_178539_a,addFinishRunnable
func_178540_f,getLock
func_178541_a,setRegionRenderCacheBuilder
func_178542_e,finish
func_178543_a,setCompiledChunk
func_178544_c,getCompiledChunk
func_178545_d,getRegionRenderCacheBuilder
func_178546_a,getStatus
func_178565_b,getVertexBufferByLayer
func_178566_a,deleteGlResources
func_178567_n,initModelviewMatrix
func_178568_j,getPosition
func_178569_m,isNeedsUpdate
func_178570_a,resortTransparency
func_178571_g,getCompiledChunk
func_178572_f,multModelviewMatrix
func_178573_a,preRenderBlocks
func_178574_d,makeCompileTaskChunk
func_178575_a,setNeedsUpdate
func_178576_a,setPosition
func_178577_a,setFrameIndex
func_178578_b,finishCompileTask
func_178579_c,getLockCompileTask
func_178580_a,setCompiledChunk
func_178581_b,rebuildChunk
func_178582_e,makeCompileTaskTransparency
func_178584_a,postRenderBlocks
func_178585_h,stopCompileTask
func_178600_a,getDisplayList
func_178602_a,makeRenderChunk
func_178605_a,getIndex
func_178607_a,computeVisibility
func_178608_c,getIndex
func_178618_a,setAllVisible
func_178619_a,setVisible
func_178620_a,setManyVisible
func_178621_a,isVisible
func_178624_a,dot
func_178627_a,isRenderShadow
func_178628_a,setRenderPosition
func_178629_b,setDebugBoundingBox
func_178630_b,renderWitherSkull
func_178631_a,setPlayerViewY
func_178632_c,setRenderOutlines
func_178633_a,setRenderShadow
func_178634_b,isDebugBoundingBox
func_178635_a,shouldRender
func_178664_z_,getSpectatorName
func_178685_a,copyModelAngles
func_178686_a,setModelAttributes
func_178687_a,renderBanner
func_178691_a,setRotationOffset
func_178718_a,postRenderArm
func_178719_a,setInvisible
func_178725_a,renderRightArm
func_178726_b,renderLeftArm
func_178727_b,renderDeadmau5Head
func_178728_c,renderCape
func_178765_a,draw
func_178766_e,getRenderType
func_178767_a,setRenderType
func_178769_a,addBox
func_178770_i,getNameTagVisibility
func_178771_j,getDeathMessageVisibility
func_178772_a,setNameTagVisibility
func_178773_b,setDeathMessageVisibility
func_178774_a,setChatFormat
func_178775_l,getChatFormat
func_178779_a,getThreadedIOInstance
func_178780_a,render
func_178781_a,fromBounds
func_178782_a,getBlockPos
func_178785_b,rotateYaw
func_178786_a,subtract
func_178787_e,add
func_178788_d,subtract
func_178789_a,rotatePitch
func_178790_c,getRenderType
func_178803_d,getRotationZ
func_178804_a,getPosition
func_178805_e,getRotationYZ
func_178806_a,projectViewFromEntity
func_178807_f,getRotationXY
func_178808_b,getRotationX
func_178809_c,getRotationXZ
func_178815_a,setLocked
func_178816_g,isLocked
func_178819_b,entityHasObjective
func_178821_h,getDisplaySlotStrings
func_178822_d,removeObjectiveFromEntity
func_178837_g,getLocationSkin
func_178838_a,setResponseTime
func_178839_a,setGameType
func_178841_j,loadPlayerTextures
func_178845_a,getGameProfile
func_178848_b,getGameType
func_178850_i,getPlayerTeam
func_178851_f,getSkinType
func_178853_c,getResponseTime
func_178854_k,getDisplayName
func_178856_e,hasLocationSkin
func_178859_a,setDisplayName
func_178861_h,getLocationCape
func_178874_a,deleteDisplayLists
func_178876_d,getModelParts
func_178877_a,switchModelPartEnabled
func_178878_a,setModelPartEnabled
func_178887_k,isSpectatorMode
func_178888_a,onPlayerDestroyBlock
func_178889_l,getCurrentGameType
func_178890_a,onPlayerRightClick
func_178891_a,clickBlockCreative
func_178893_a,isHittingPosition
func_178894_a,isPlayerRightClickingOnEntity
func_178902_a,getEntityFX
func_178908_a,splitText
func_178922_a,updateEffectLayer
func_178923_d,tickParticle
func_178924_a,moveToLayer
func_178925_a,updateEffectAlphaLayer
func_178926_a,emitParticleAtEntity
func_178927_a,spawnEffectParticle
func_178928_b,moveToAlphaLayer
func_178929_a,registerParticle
func_178930_c,registerVanillaParticles
func_178931_c,moveToNoAlphaLayer
func_178962_a,putBrightness4
func_178965_a,reset
func_178966_f,getByteBuffer
func_178968_d,putColor4
func_178969_c,setTranslation
func_178972_a,putColorRGBA
func_178973_g,getVertexFormat
func_178975_e,putNormal
func_178977_d,finishDrawing
func_178978_a,putColorMultiplier
func_178979_i,getDrawMode
func_178981_a,addVertexData
func_178987_a,putPosition
func_178988_b,putColor
func_178989_h,getVertexCount
func_178990_f,putColorRGB_F4
func_178993_a,setVertexState
func_178994_b,putColorRGB_F
func_179013_a,getRawBuffer
func_179014_c,getVertexCount
func_179016_d,getVertexFormat
func_179022_a,renderByItem
func_179025_a,getVertexInformation
func_179027_a,getFacing
func_179038_a,getWorldRendererByLayer
func_179039_a,getWorldRendererByLayerId
func_179082_a,clearColor
func_179083_b,viewport
func_179084_k,disableBlend
func_179085_a,enableLight
func_179086_m,clear
func_179087_a,enableTexGenCoord
func_179088_q,enablePolygonOffset
func_179089_o,enableCull
func_179090_x,disableTexture2D
func_179091_B,enableRescaleNormal
func_179092_a,alphaFunc
func_179093_d,setFog
func_179094_E,pushMatrix
func_179095_a,setFogDensity
func_179096_D,loadIdentity
func_179097_i,disableDepth
func_179098_w,enableTexture2D
func_179099_b,popAttrib
func_179100_b,disableTexGenCoord
func_179101_C,disableRescaleNormal
func_179102_b,setFogStart
func_179103_j,shadeModel
func_179104_a,colorMaterial
func_179105_a,texGen
func_179106_n,disableFog
func_179107_e,cullFace
func_179108_z,enableNormalize
func_179109_b,translate
func_179110_a,multMatrix
func_179111_a,getFloat
func_179112_b,blendFunc
func_179113_r,disablePolygonOffset
func_179114_b,rotate
func_179115_u,enableColorLogic
func_179116_f,colorLogicOp
func_179117_G,resetColor
func_179118_c,disableAlpha
func_179119_h,disableColorMaterial
func_179120_a,tryBlendFuncSeparate
func_179121_F,popMatrix
func_179122_b,disableLight
func_179123_a,pushAttrib
func_179124_c,color
func_179125_c,texGenCoord
func_179126_j,enableDepth
func_179127_m,enableFog
func_179128_n,matrixMode
func_179129_p,disableCull
func_179130_a,ortho
func_179131_c,color
func_179132_a,depthMask
func_179133_A,disableNormalize
func_179134_v,disableColorLogic
func_179135_a,colorMask
func_179136_a,doPolygonOffset
func_179137_b,translate
func_179138_g,setActiveTexture
func_179139_a,scale
func_179140_f,disableLighting
func_179141_d,enableAlpha
func_179142_g,enableColorMaterial
func_179143_c,depthFunc
func_179144_i,bindTexture
func_179145_e,enableLighting
func_179146_y,generateTexture
func_179147_l,enableBlend
func_179148_o,callList
func_179149_a,texGen
func_179150_h,deleteTexture
func_179151_a,clearDepth
func_179152_a,scale
func_179153_c,setFogEnd
func_179198_a,setDisabled
func_179199_a,setState
func_179200_b,setEnabled
func_179214_a,registerItemBlock
func_179215_a,updateItemStackNBT
func_179216_c,registerItemBlock
func_179217_a,registerItem
func_179218_a,onBlockDestroyed
func_179219_a,registerItem
func_179221_a,applyRandomRotations
func_179222_a,canPlaceBlockOnSide
func_179223_d,getBlock
func_179224_a,setTileEntityNBT
func_179225_h,getBaseColor
func_179229_a,resolveContents
func_179230_h,getGeneration
func_179232_a,useHoe
func_179233_a,createEntity
func_179234_a,applyBonemeal
func_179235_a,placeDoor
func_179237_a,merge
func_179238_g,get
func_179242_c,getName
func_179244_a,getPacket
func_179245_a,registerPacket
func_179246_a,getPacketId
func_179249_a,writeEnumValue
func_179250_a,writeByteArray
func_179251_a,readByteArray
func_179252_a,writeUuid
func_179253_g,readUuid
func_179254_b,writeVarLong
func_179255_a,writeBlockPos
func_179256_a,writeChatComponent
func_179257_a,readEnumValue
func_179258_d,readChatComponent
func_179259_c,readBlockPos
func_179260_f,readVarLong
func_179280_b,load
func_179281_c,getValue
func_179288_a,sendPacket
func_179289_a,setCompressionTreshold
func_179290_a,sendPacket
func_179291_h,hasNoChannel
func_179292_f,getIsencrypted
func_179293_l,checkDisconnected
func_179299_a,setCompressionTreshold
func_179303_a,setCompressionTreshold
func_179318_a,cartesianProduct
func_179319_b,createArray
func_179321_a,cartesianProduct
func_179322_b,toArray
func_179323_b,arraysAsLists
func_179327_a,getPartMask
func_179328_b,getPartId
func_179329_c,getPartName
func_179342_a,getParticleFromId
func_179343_f,hasArguments
func_179344_e,getShouldIgnoreRange
func_179345_d,getArgumentCount
func_179346_b,getParticleName
func_179348_c,getParticleID
func_179349_a,getParticleNames
func_179399_a,populateMap
func_179400_b,createMap
func_179401_a,modifyMerchantRecipeList
func_179412_a,getPrice
func_179413_d,getZ
func_179414_a,writeToNBT
func_179415_b,getX
func_179416_c,getY
func_179422_b,endOfData
func_179431_f,maxTargetRange
func_179438_f,getFollowRange
func_179445_a,isSuitableTarget
func_179446_a,setEntityAttackTarget
func_179479_b,setExecutionChance
func_179480_f,makeUpdate
func_179487_f,getIsAboveDestination
func_179488_a,shouldMoveTo
func_179489_g,searchForDestination
func_179506_a,getBlockDoor
func_179516_a,facings
func_179518_a,random
func_179524_a,getOffset
func_179532_b,getRemainingItems
func_179534_a,addRecipes
func_179543_a,getSubCompound
func_179544_c,canDestroy
func_179545_c,areItemsEqual
func_179546_a,onItemUse
func_179547_d,canPlaceOn
func_179548_a,onBlockDestroyed
func_179549_c,getIsItemStackEqual
func_179554_a,getRegisteredItem
func_179634_c,getTypeNames
func_179635_a,getTypeByName
func_179636_a,getTypeID
func_179637_b,getTypeName
func_179647_f,getNamePredicates
func_179648_b,getXpLevelPredicates
func_179649_c,getGamemodePredicates
func_179652_a,matchOneEntity
func_179653_a,parseIntWithDefault
func_179654_a,getWorlds
func_179655_b,isEntityTypeValid
func_179656_b,matchEntities
func_179657_e,getScorePredicates
func_179659_d,getTeamPredicates
func_179660_a,filterResults
func_179662_g,getRotationsPredicates
func_179667_a,setScoreBoardStat
func_179668_a,readStatsFromNBT
func_179669_a,removeScoreBoardStat
func_179670_b,writeStatsToNBT
func_179671_a,addAllStats
func_179672_a,setCommandStatScore
func_179677_a,checkForStuck
func_179678_a,setHeightRequirement
func_179679_a,getPathFinder
func_179680_a,getPathToPos
func_179683_a,isSafeToStandAt
func_179684_h,getCanSwim
func_179685_e,setAvoidSun
func_179686_g,getEnterDoors
func_179687_p,getPathablePosY
func_179688_b,setBreakDoors
func_179689_e,getAvoidsWater
func_179690_a,setAvoidsWater
func_179691_c,setEnterDoors
func_179692_b,isPositionClear
func_179693_d,setCanSwim
func_179697_g,getOnGround
func_179700_a,getHeader
func_179701_b,getFooter
func_179704_a,getPos
func_179709_b,getTargetBlock
func_179712_b,getHitVec
func_179714_b,getFacing
func_179715_a,getPosition
func_179722_a,getPosition
func_179724_a,getPosition
func_179727_a,getEntity
func_179730_a,getProfile
func_179731_a,getCompressionTreshold
func_179734_a,setMapdataTo
func_179742_g,getOnGround
func_179744_h,isReducedDebugInfo
func_179746_d,getSoundPos
func_179748_k,getParticleArgs
func_179749_a,getParticleType
func_179750_b,isLongDistance
func_179754_d,getChunkSize
func_179756_a,getExtractedData
func_179760_a,getThreshold
func_179763_a,getTagCompound
func_179764_a,getEntity
func_179767_a,getEntries
func_179768_b,getAction
func_179777_a,getSignPosition
func_179780_a,getEntity
func_179783_a,getURL
func_179784_b,getHash
func_179798_a,getBedPosition
func_179800_a,getSpawnPos
func_179803_e,getFadeOutTime
func_179804_d,getDisplayTime
func_179805_b,getMessage
func_179806_c,getFadeInTime
func_179807_a,getType
func_179813_h,getColor
func_179814_i,getNameTagVisibility
func_179819_c,getPlayer
func_179821_b,getPosition
func_179823_a,getPos
func_179825_a,getBlockPosition
func_179827_b,getBlockPosition
func_179830_a,isDifficultyLocked
func_179831_b,getDifficulty
func_179836_c,getFacing
func_179837_b,getPosition
func_179840_c,getWindowTitle
func_179841_c,getType
func_179844_a,getChangedBlocks
func_179846_b,getDistanceToInsideBlockSq
func_179847_f,getInsideOffsetX
func_179848_a,getDistanceToDoorBlockSq
func_179851_i,getIsDetachedFromVillageFlag
func_179852_d,getDoorBlockPos
func_179853_a,setIsDetachedFromVillageFlag
func_179854_a,getFaceDirection
func_179855_g,getInsideOffsetZ
func_179856_e,getInsideBlockPos
func_179860_f,isWoodDoor
func_179863_c,getDoorInfo
func_179864_e,getExistedDoor
func_179865_b,getNearestDoor
func_179868_d,redirectOutputToLog
func_179869_a,isRegistered
func_179870_a,printToSYSOUT
func_179882_a,logString
func_179885_a,getLongProperty
func_179917_d,getX
func_179918_f,getZ
func_179919_e,getY
func_179921_a,setSpeed
func_179926_b,isNotColliding
func_179960_c,getGameMode
func_179961_d,getDisplayName
func_179962_a,getProfile
func_179963_b,getPing
func_179969_a,byName
func_179971_a,getNames
func_179985_a,processComponent
func_179986_j,getInsertion
func_179989_a,setInsertion
func_179992_g,getSelector
func_179994_h,getObjective
func_179995_g,getName
func_179997_b,setValue
func_180031_a,checkThreadAndEnqueue
func_180038_a,byNetworkID
func_180039_a,getNetworkID
func_180040_b,getName
func_180067_c,getIsJumping
func_180072_a,getSpeed
func_180075_c,getDuration
func_180088_c,getBlockState
func_180090_a,getPos
func_180109_a,getPlacementForEntity
func_180115_h,getWatchableObjectRotations
func_180122_a,getIDFromString
func_180123_a,isStringEntityName
func_180124_b,getEntityNameList
func_180125_b,isStringValidEntityName
func_180135_h,getFighter
func_180136_u,isCreativePlayer
func_180138_v,setIsThornsDamage
func_180139_w,getIsThornsDamage
func_180142_b,getPotionFromResourceLocation
func_180154_f,getIsShowParticles
func_180157_a,toNBT
func_180158_b,fromNBT
func_180159_b,getLock
func_180160_a,isEmpty
func_180166_a,getRandomItem
func_180168_b,getAdditionalDifficulty
func_180169_a,calculateAdditionalDifficulty
func_180170_c,getClampedAdditionalDifficulty
func_180173_a,spawnItemStack
func_180174_a,dropInventoryItems
func_180175_a,dropInventoryItems
func_180176_a,dropInventoryItems
func_180179_a,reset
func_180182_a,getRandomUuid
func_180184_b,normalizeAngle
func_180185_a,epsilonEquals
func_180186_a,getPositionRandom
func_180187_c,getCoordinateRandom
func_180192_a,downloadResourcePack
func_180199_c,isBoolean
func_180213_a,createLookup
func_180215_b,getByClass
func_180235_c,removeBlock
func_180236_a,activateBlockOrUseItem
func_180237_b,tryHarvestBlock
func_180238_e,cancelDestroyingBlock
func_180239_c,survivalOrAdventure
func_180244_a,markBlockForUpdate
func_180246_b,getPosition
func_180248_a,scheduleHalt
func_180254_e,getType
func_180255_c,getInt
func_180262_a,addGameRule
func_180263_c,getInt
func_180264_a,areSameType
func_180266_a,placeInPortal
func_180267_a,canCreatureTypeSpawnAtLocation
func_180276_a,getBiomeFromBiomeList
func_180277_d,createMutatedBiome
func_180283_a,getColorAtPos
func_180285_a,getColorAtPos
func_180286_a,getGrassColorAtPos
func_180287_b,getFoliageColorAtPos
func_180288_c,getWaterColorAtPos
func_180292_a,decorate
func_180300_a,getBiomeGenerator
func_180302_a,addRecipe
func_180305_b,getEnchantmentByLocation
func_180306_c,getEnchantmentById
func_180318_b,getDepthStriderModifier
func_180319_a,getRespiration
func_180320_f,getMaxTradeUses
func_180321_e,getToolUses
func_180322_j,getRewardsExp
func_180328_a,getPosition
func_180330_f,getZEnd
func_180331_a,getBlock
func_180332_e,getXEnd
func_180333_d,getZStart
func_180334_c,getXStart
func_180342_d,clearAffectedBlockPositions
func_180343_e,getAffectedBlockPositions
func_180346_a,getBlock
func_180359_a,hasRailAt
func_180362_b,getBlockState
func_180374_a,hasModifier
func_180383_a,getRegisteredBlock
func_180421_g,getLookPosZ
func_180422_f,getLookPosY
func_180423_e,getLookPosX
func_180424_b,getIsLooking
func_180425_c,getPosition
func_180426_a,setPositionAndRotation2
func_180427_aV,isImmuneToExplosions
func_180428_a,getExplosionResistance
func_180429_a,playStepSound
func_180430_e,fall
func_180431_b,isEntityInvulnerable
func_180432_n,copyDataFromOld
func_180433_a,updateFallState
func_180434_a,renderParticle
func_180435_a,setParticleIcon
func_180436_i,enableLightmap
func_180437_a,renderCloudsCheck
func_180438_a,getNightVisionBrightness
func_180439_a,playAuxSFX
func_180440_a,broadcastSound
func_180441_b,sendBlockBreakProgress
func_180442_a,spawnParticle
func_180443_s,preRenderDamagedBlocks
func_180444_a,renderStars
func_180445_c,renderCloudsFancy
func_180446_a,renderEntities
func_180447_b,renderClouds
func_180448_r,renderSkyEnd
func_180449_a,renderWorldBorder
func_180450_b,renderItemAndEffectIntoGUI
func_180451_a,renderEffect
func_180452_a,setupGuiTransform
func_180453_a,renderItemOverlayIntoGUI
func_180454_a,renderItem
func_180455_b,renderString
func_180456_s,getMinecartType
func_180457_u,getDefaultDisplayTile
func_180458_a,getMinecart
func_180459_n,moveDerailedMinecart
func_180461_b,canExtractItem
func_180462_a,canInsertItem
func_180463_a,getSlotsForFace
func_180464_a,handleEnableCompression
func_180465_a,moveTowards
func_180466_bG,handleJumpLava
func_180467_a,getBedSpawnLocation
func_180468_a,displayGui
func_180469_a,trySleep
func_180470_cg,getBedLocation
func_180471_a,getToolDigEfficiency
func_180472_a,displayVillagerTradeGui
func_180473_a,setSpawnPoint
func_180474_b,renderPortal
func_180475_a,renderScoreboard
func_180476_e,renderPumpkinOverlay
func_180477_d,renderPlayerStats
func_180478_c,renderStreamIndicator
func_180479_a,renderTooltip
func_180480_a,renderVignette
func_180481_a,setEquipmentBasedOnDifficulty
func_180482_a,onInitialSpawn
func_180483_b,setEnchantmentBasedOnDifficulty
func_180484_a,getBlockPathWeight
func_180485_d,isWithinHomeDistanceFromPosition
func_180486_cf,getHomePosition
func_180487_n,getParticleType
func_180489_a,spawnParticles
func_180494_b,getBiomeGenForCoords
func_180495_p,getBlockState
func_180496_d,notifyBlockOfStateChange
func_180497_b,scheduleBlockUpdate
func_180498_a,playAuxSFXAtEntity
func_180499_a,getStrongholdPos
func_180500_c,checkLightFor
func_180501_a,setBlockState
func_180502_D,isBlockinHighHumidity
func_180503_b,invalidateRegionAndSetBlock
func_180504_m,getSpawnCoordinate
func_180505_a,spawnParticle
func_180506_a,getTabCompletions
func_180507_a_,setResourcePack
func_180509_L,getTwitchDetails
func_180510_a,drawSplashScreen
func_180511_b,clickBlock
func_180512_c,onPlayerDamageBlock
func_180513_a,getStrongholdGen
func_180514_a,recreateStructures
func_180517_a,replaceBlocksForBiome
func_180518_a,setBlocksInChunk
func_180521_a,skinAvailable
func_180522_a,getCoordinateInfo
func_180523_a,addBlockInfo
func_180524_a,getTabCompletionOptions
func_180525_a,addTabCompletionOptions
func_180526_a,parseDouble
func_180527_d,parseBoolean
func_180528_a,parseInt
func_180529_a,buildString
func_180530_a,join
func_180531_e,getDifficultyFromCommand
func_180532_a,addBlockHitEffects
func_180533_a,addBlockDestroyEffects
func_180534_a,renderRightArm
func_180535_a,renderTileEntityAt
func_180543_a,renderSkull
func_180546_a,renderTileEntity
func_180547_a,normalize
func_180548_c,bindEntityTexture
func_180549_a,renderShadowBlock
func_180565_e,unsetScoreTeamColor
func_180574_a,drawRechargeRay
func_180597_a,cacheActiveRenderInfo
func_180598_a,loadSprite
func_180599_n,updateAnimationInterpolated
func_180600_a,allocateTextureImpl
func_180601_a,downloadResourcePack
func_180608_a,getCenter
func_180609_b,addDoorsAround
func_180610_a,isValidDragMode
func_180613_a,spawnNewEntity
func_180614_a,onItemUse
func_180615_a,tryPlace
func_180616_a,tryPlaceContainedLiquid
func_180617_a,spawnBonemealParticles
func_180618_a,attachToFence
func_180619_a,getCenterBlock
func_180620_b,placeInExistingPortal
func_180621_a,getRandomChunkPosition
func_180622_a,genTerrainBlocks
func_180623_a,pickRandomFlower
func_180624_a,decorate
func_180625_c,getFoliageColorAtPos
func_180626_a,getFloatTemperature
func_180627_b,getGrassColorAtPos
func_180628_b,generateBiomeTerrain
func_180630_a,findBiomePosition
func_180631_a,getBiomeGenerator
func_180632_j,setDefaultState
func_180633_a,onBlockPlacedBy
func_180634_a,onEntityCollidedWithBlock
func_180635_a,spawnAsEntity
func_180636_a,collisionRayTrace
func_180637_b,dropXpOnBlockBreak
func_180638_a,addCollisionBoxesToList
func_180639_a,onBlockActivated
func_180640_a,getCollisionBoundingBox
func_180641_l,getComparatorInputOverride
func_180642_a,onBlockPlaced
func_180643_i,createStackedBlock
func_180644_h,getRenderColor
func_180645_a,randomTick
func_180646_a,getSelectedBoundingBox
func_180647_a,getPlayerRelativeBlockHardness
func_180648_a,onBlockEventReceived
func_180649_a,onBlockClicked
func_180650_b,updateTick
func_180651_a,damageDropped
func_180652_a,onBlockDestroyedByExplosion
func_180653_a,dropBlockAsItemWithChance
func_180654_a,setBlockBoundsBasedOnState
func_180655_c,randomDisplayTick
func_180656_a,getWeakPower
func_180657_a,harvestBlock
func_180658_a,onFallenUpon
func_180659_g,getMapColor
func_180660_a,getItemDropped
func_180661_e,createBlockState
func_180662_a,colorMultiplier
func_180663_b,breakBlock
func_180664_k,getBlockLayer
func_180665_b,getItem
func_180666_a,updateState
func_180667_a,getSensitiveAABB
func_180668_d,setBlockBoundsBasedOnState0
func_180669_e,computeRedstoneStrength
func_180670_a,canUseBonemeal
func_180671_f,canBlockStay
func_180672_a,getGrowthChance
func_180673_e,trySpawnGolem
func_180674_e,getPoweredState
func_180675_k,getUnpoweredState
func_180676_d,getLockableContainer
func_180677_d,updatePower
func_180678_e,dropRecord
func_180679_a,checkWitherSpawn
func_180680_f,checkForArrows
func_180681_d,updateBlockBounds
func_180682_b,eatCake
func_180683_d,checkFall
func_180684_e,teleport
func_180685_d,canFallInto
func_180686_a,setFireInfo
func_180687_h,getFlowVector
func_180688_d,triggerMixEffects
func_180689_a,getFlowDirection
func_180690_f,placeStaticBlock
func_180691_e,spawnParticles
func_180692_a,explode
func_180693_d,setBounds
func_180695_a,getFacingFromEntity
func_180696_a,canPush
func_180697_b,findRailAt
func_180699_d,getBlockPos
func_180701_a,recursiveGenerate
func_180706_b,getClosestStrongholdPos
func_180708_a,writeGameProfile
func_180709_b,generate
func_180710_a,setPlantType
func_180713_a,getTagFromJson
func_180714_a,writeString
func_180717_f,getCenter
func_180728_a,getBlockState
func_180735_b,getBufferData
func_180751_d,getScoreAction
func_180753_b,getLines
func_180755_e,getDuration
func_180760_b,getBufferData
func_180762_c,getStatus
func_180764_b,getAction
func_180768_b,getLines
func_180776_a,getBoundingBoxCenter
func_180777_a,randomlyRareFillWithBlocks
func_180778_a,generateChestContents
func_180780_a,getBlockState
func_180781_a,initializeAllBiomeGenerators
func_180782_a,createEntityPathTo
func_180783_e,setDifficultyLocked
func_180784_a,onBlockClicked
func_180785_a,blockRemoving
func_180786_a,getBlockAtEntityViewpoint
func_180790_a,drawEntry
func_180791_a,drawSlot
func_180793_a,affectEntity
func_180798_a,renderDebugInfoLeft
func_180799_ab,isInLava
func_181012_aH,getTeleportDirection
func_181013_g,setRenderYawOffset
func_181015_d,setPortal
func_181020_a,setBaseColorAndPatterns
func_181021_d,getPatterns
func_181022_b,stopUseShader
func_181023_a,updateTileEntities
func_181026_s,hasMarker
func_181027_m,setMarker
func_181029_i,resetPlayersOverlayFooterHeader
func_181030_a,resetFooterHeader
func_181033_a,canDestroyBlock
func_181034_q,shouldBroadcastRconToOps
func_181035_ah,shouldUseNativeTransport
func_181036_a,pickBlockWithNBT
func_181037_M,getProfileProperties
func_181040_m,getIsHittingBlock
func_181041_d,isOnLAN
func_181055_a,forceTileEntityRender
func_181057_v,getPlayerList
func_181070_c,getMapColor
func_181076_a,getFacingFromAxis
func_181079_c,set
func_181086_a,isInvalidNeighbor
func_181087_e,hasInvalidNeighbor
func_181117_a,getPos
func_181124_a,createNetworkManagerAndConnect
func_181147_e,shouldRenderClouds
func_181148_f,isUsingNativeTransport
func_181157_b,initializeClassLookup
func_181159_b,atan2
func_181168_c,getPotionLocations
func_181535_r,getMusicTicker
func_181536_a,draw
func_181537_a,setConnectedToRealms
func_181538_aA,getCurrentAction
func_181539_aj,getFrameTimer
func_181540_al,isConnectedToRealms
func_181544_b,setSeaLevel
func_181545_F,getSeaLevel
func_181551_a,renderSelectedItem
func_181552_c,getFrameColor
func_181553_a,blendColors
func_181554_e,renderLagometer
func_181559_a,renderChar
func_181560_a,updateCameraAndRender
func_181561_a,drawSelectionBoundingBox
func_181562_a,getRenderChunkOffset
func_181563_a,drawOutlinedBoundingBox
func_181564_a,renderItem
func_181565_a,draw
func_181617_a,runTask
func_181623_g,canSpawnInBlock
